;language:;Italian;;;;;;;;;;;;;;;;;;;;;;;
55;luogo;13077;0,214940828;;;;;;;;;;;;;;;;;;;;;;
56;paese;12972;0,21321499;;;;;;;;;;;;;;;;;;;;;;
57;bambino;12872;0,211571335;;;;;;;;;;;;;;;;;;;;;;
58;mese;12740;0,209401709;;;;;;;;;;;;;;;;;;;;;;
59;problema;12641;0,20777449;;;;;;;;;;;;;;;;;;;;;;
60;stato;12622;0,207462196;;;;;;;;;;;;;;;;;;;;;;
61;senso;12516;0,205719921;;;;;;;;;;;;;;;;;;;;;;
62;qualit?;12490;0,205292571;;;;;;;;;;;;;;;;;;;;;;
63;utente;12439;0,204454306;;;;;;;;;;;;;;;;;;;;;;
64;uso;12439;0,204454306;;;;;;;;;;;;;;;;;;;;;;
65;Roma;12413;0,204026956;;;;;;;;;;;;;;;;;;;;;;
66;societ?;12313;0,2023833;;;;;;;;;;;;;;;;;;;;;;
67;pagina;12287;0,20195595;;;;;;;;;;;;;;;;;;;;;;
68;esempio;12250;0,201347798;;;;;;;;;;;;;;;;;;;;;;
69;famiglia;12210;0,200690335;;;;;;;;;;;;;;;;;;;;;;
70;zona;12152;0,199737015;;;;;;;;;;;;;;;;;;;;;;
71;termine;12133;0,199424721;;;;;;;;;;;;;;;;;;;;;;
72;richiesta;12040;0,197896121;;;;;;;;;;;;;;;;;;;;;;
73;associazione;12028;0,197698882;;;;;;;;;;;;;;;;;;;;;;
74;interno;12002;0,197271532;;;;;;;;;;;;;;;;;;;;;;
75;esperienza;11963;0,196630506;;;;;;;;;;;;;;;;;;;;;;
76;gestione;11899;0,195578567;;;;;;;;;;;;;;;;;;;;;;
77;web;11859;0,194921105;;;;;;;;;;;;;;;;;;;;;;
78;nome;11847;0,194723866;;;;;;;;;;;;;;;;;;;;;;
79;consiglio;11800;0,193951348;;;;;;;;;;;;;;;;;;;;;;
80;campo;11729;0,192784352;;;;;;;;;;;;;;;;;;;;;;
81;camera;11556;0,189940828;;;;;;;;;;;;;;;;;;;;;;
82;maggio;11410;0,187541091;;;;;;;;;;;;;;;;;;;;;;
83;disposizione;11236;0,184681131;;;;;;;;;;;;;;;;;;;;;;
84;evento;11226;0,184516765;;;;;;;;;;;;;;;;;;;;;;
85;grado;11217;0,184368836;;;;;;;;;;;;;;;;;;;;;;
86;strumento;11127;0,182889546;;;;;;;;;;;;;;;;;;;;;;
87;cliente;11091;0,18229783;;;;;;;;;;;;;;;;;;;;;;
88;ambiente;11088;0,182248521;;;;;;;;;;;;;;;;;;;;;;
89;sviluppo;11009;0,180950033;;;;;;;;;;;;;;;;;;;;;;
90;sede;10916;0,179421433;;;;;;;;;;;;;;;;;;;;;;
91;libro;10905;0,179240631;;;;;;;;;;;;;;;;;;;;;;
92;terra;10832;0,178040763;;;;;;;;;;;;;;;;;;;;;;
93;periodo;10824;0,17790927;;;;;;;;;;;;;;;;;;;;;;
94;regione;10819;0,177827087;;;;;;;;;;;;;;;;;;;;;;
95;immagine;10666;0,175312295;;;;;;;;;;;;;;;;;;;;;;
96;condizione;10648;0,175016437;;;;;;;;;;;;;;;;;;;;;;
97;euro;10626;0,174654832;;;;;;;;;;;;;;;;;;;;;;
98;strada;10531;0,17309336;;;;;;;;;;;;;;;;;;;;;;
99;valore;10524;0,172978304;;;;;;;;;;;;;;;;;;;;;;
100;possibilit?;10522;0,172945431;;;;;;;;;;;;;;;;;;;;;;
101;sicurezza;10504;0,172649573;;;;;;;;;;;;;;;;;;;;;;
102;mare;10496;0,17251808;;;;;;;;;;;;;;;;;;;;;;
103;spazio;10473;0,172140039;;;;;;;;;;;;;;;;;;;;;;
104;comunicazione;10411;0,171120973;;;;;;;;;;;;;;;;;;;;;;
105;Milano;10392;0,170808679;;;;;;;;;;;;;;;;;;;;;;
106;chiesa;10385;0,170693623;;;;;;;;;;;;;;;;;;;;;;
107;intervento;10378;0,170578567;;;;;;;;;;;;;;;;;;;;;;
108;rapporto;10344;0,170019724;;;;;;;;;;;;;;;;;;;;;;
109;parola;10300;0,169296515;;;;;;;;;;;;;;;;;;;;;;
110;mercato;10294;0,169197896;;;;;;;;;;;;;;;;;;;;;;
111;posto;10253;0,168523997;;;;;;;;;;;;;;;;;;;;;;
112;fatto;10235;0,168228139;;;;;;;;;;;;;;;;;;;;;;
113;impresa;10184;0,167389875;;;;;;;;;;;;;;;;;;;;;;
114;formazione;10124;0,166403682;;;;;;;;;;;;;;;;;;;;;;
115;donna;10082;0,165713346;;;;;;;;;;;;;;;;;;;;;;
116;cura;9931;0,163231427;;;;;;;;;;;;;;;;;;;;;;
117;ufficio;9891;0,162573964;;;;;;;;;;;;;;;;;;;;;;
118;rete;9867;0,162179487;;;;;;;;;;;;;;;;;;;;;;
119;mano;9854;0,161965812;;;;;;;;;;;;;;;;;;;;;;
120;produzione;9840;0,1617357;;;;;;;;;;;;;;;;;;;;;;
121;funzione;9753;0,16030572;;;;;;;;;;;;;;;;;;;;;;
122;risultato;9734;0,159993425;;;;;;;;;;;;;;;;;;;;;;
123;provincia;9704;0,159500329;;;;;;;;;;;;;;;;;;;;;;
124;percorso;9606;0,157889546;;;;;;;;;;;;;;;;;;;;;;
125;trattamento;9536;0,156738988;;;;;;;;;;;;;;;;;;;;;;
126;gioco;9521;0,156492439;;;;;;;;;;;;;;;;;;;;;;
127;prezzo;9517;0,156426693;;;;;;;;;;;;;;;;;;;;;;
128;controllo;9498;0,156114398;;;;;;;;;;;;;;;;;;;;;;
129;sezione;9438;0,155128205;;;;;;;;;;;;;;;;;;;;;;
130;linea;9431;0,155013149;;;;;;;;;;;;;;;;;;;;;;
131;colore;9431;0,155013149;;;;;;;;;;;;;;;;;;;;;;
132;ordine;9387;0,154289941;;;;;;;;;;;;;;;;;;;;;;
133;comma;9372;0,154043393;;;;;;;;;;;;;;;;;;;;;;
134;titolo;9202;0,151249178;;;;;;;;;;;;;;;;;;;;;;
135;soluzione;9167;0,150673899;;;;;;;;;;;;;;;;;;;;;;
136;domanda;9104;0,149638396;;;;;;;;;;;;;;;;;;;;;;
137;incontro;9081;0,149260355;;;;;;;;;;;;;;;;;;;;;;
138;data;9070;0,149079553;;;;;;;;;;;;;;;;;;;;;;
139;modello;9060;0,148915187;;;;;;;;;;;;;;;;;;;;;;
140;hotel;9034;0,148487837;;;;;;;;;;;;;;;;;;;;;;
141;giugno;9028;0,148389218;;;;;;;;;;;;;;;;;;;;;;
142;musica;8973;0,147485207;;;;;;;;;;;;;;;;;;;;;;
143;documento;8925;0,146696252;;;;;;;;;;;;;;;;;;;;;;
144;soggetto;8864;0,145693623;;;;;;;;;;;;;;;;;;;;;;
145;mezzo;8855;0,145545694;;;;;;;;;;;;;;;;;;;;;;
146;impianto;8730;0,143491124;;;;;;;;;;;;;;;;;;;;;;
147;oggetto;8719;0,143310322;;;;;;;;;;;;;;;;;;;;;;
148;vista;8651;0,142192636;;;;;;;;;;;;;;;;;;;;;;
149;presenza;8628;0,141814596;;;;;;;;;;;;;;;;;;;;;;
150;ambito;8584;0,141091387;;;;;;;;;;;;;;;;;;;;;;
151;atto;8515;0,139957265;;;;;;;;;;;;;;;;;;;;;;
152;interesse;8465;0,139135437;;;;;;;;;;;;;;;;;;;;;;
153;collaborazione;8463;0,139102564;;;;;;;;;;;;;;;;;;;;;;
154;scelta;8437;0,138675214;;;;;;;;;;;;;;;;;;;;;;
155;arte;8433;0,138609467;;;;;;;;;;;;;;;;;;;;;;
156;fondo;8429;0,138543721;;;;;;;;;;;;;;;;;;;;;;
157;serie;8427;0,138510848;;;;;;;;;;;;;;;;;;;;;;
158;presidente;8359;0,137393162;;;;;;;;;;;;;;;;;;;;;;
159;contenuto;8355;0,137327416;;;;;;;;;;;;;;;;;;;;;;
160;relazione;8345;0,137163051;;;;;;;;;;;;;;;;;;;;;;
161;occasione;8334;0,136982249;;;;;;;;;;;;;;;;;;;;;;
162;amministrazione;8322;0,13678501;;;;;;;;;;;;;;;;;;;;;;
163;cultura;8287;0,13620973;;;;;;;;;;;;;;;;;;;;;;
164;natura;8286;0,136193294;;;;;;;;;;;;;;;;;;;;;;
165;costo;8286;0,136193294;;;;;;;;;;;;;;;;;;;;;;
166;azione;8279;0,136078238;;;;;;;;;;;;;;;;;;;;;;
167;particolare;8278;0,136061801;;;;;;;;;;;;;;;;;;;;;;
168;riferimento;8234;0,135338593;;;;;;;;;;;;;;;;;;;;;;
169;effetto;8233;0,135322156;;;;;;;;;;;;;;;;;;;;;;
170;tema;8228;0,135239974;;;;;;;;;;;;;;;;;;;;;;
171;misura;8228;0,135239974;;;;;;;;;;;;;;;;;;;;;;
172;offerta;8204;0,134845496;;;;;;;;;;;;;;;;;;;;;;
173;processo;8108;0,133267587;;;;;;;;;;;;;;;;;;;;;;
174;obiettivo;8010;0,131656805;;;;;;;;;;;;;;;;;;;;;;
175;utilizzo;7997;0,13144313;;;;;;;;;;;;;;;;;;;;;;
176;internet;7940;0,130506246;;;;;;;;;;;;;;;;;;;;;;
177;elemento;7920;0,130177515;;;;;;;;;;;;;;;;;;;;;;
178;aprile;7875;0,12943787;;;;;;;;;;;;;;;;;;;;;;
179;settembre;7873;0,129404997;;;;;;;;;;;;;;;;;;;;;;
180;iniziativa;7819;0,128517423;;;;;;;;;;;;;;;;;;;;;;
181;materia;7778;0,127843524;;;;;;;;;;;;;;;;;;;;;;
182;visita;7770;0,127712032;;;;;;;;;;;;;;;;;;;;;;
183;figlio;7728;0,127021696;;;;;;;;;;;;;;;;;;;;;;
184;situazione;7705;0,126643655;;;;;;;;;;;;;;;;;;;;;;
185;seguito;7681;0,126249178;;;;;;;;;;;;;;;;;;;;;;
186;dio;7678;0,126199869;;;;;;;;;;;;;;;;;;;;;;
187;codice;7677;0,126183432;;;;;;;;;;;;;;;;;;;;;;
188;luce;7667;0,126019066;;;;;;;;;;;;;;;;;;;;;;
189;edizione;7649;0,125723208;;;;;;;;;;;;;;;;;;;;;;
190;idea;7645;0,125657462;;;;;;;;;;;;;;;;;;;;;;
191;carta;7633;0,125460224;;;;;;;;;;;;;;;;;;;;;;
192;ottobre;7596;0,124852071;;;;;;;;;;;;;;;;;;;;;;
193;accesso;7592;0,124786325;;;;;;;;;;;;;;;;;;;;;;
194;realt?;7574;0,124490467;;;;;;;;;;;;;;;;;;;;;;
195;applicazione;7533;0,123816568;;;;;;;;;;;;;;;;;;;;;;
196;corpo;7520;0,123602893;;;;;;;;;;;;;;;;;;;;;;
197;secolo;7517;0,123553583;;;;;;;;;;;;;;;;;;;;;;
198;forza;7505;0,123356345;;;;;;;;;;;;;;;;;;;;;;
199;posizione;7457;0,12256739;;;;;;;;;;;;;;;;;;;;;;
200;universit?;7433;0,122172913;;;;;;;;;;;;;;;;;;;;;;
;;;0;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
